row_id,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
214444,Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Business,6.58,32,42457
214445,Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Business,8.5,32,42457
214446,Vistara,UK-953,Delhi,Night,one,Early_Morning,Bangalore,Business,11.17,32,42457
214447,Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,Business,12.17,32,42457
214448,Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,Business,14.08,32,42457
214449,Air_India,AI-865,Delhi,Morning,one,Evening,Bangalore,Business,7.83,32,42457
214450,Air_India,AI-678,Delhi,Morning,one,Evening,Bangalore,Business,9.5,32,42457
214451,Air_India,AI-665,Delhi,Early_Morning,one,Evening,Bangalore,Business,10.5,32,42457
214452,Air_India,AI-887,Delhi,Early_Morning,one,Evening,Bangalore,Business,11.5,32,42457
214453,Air_India,AI-805,Delhi,Evening,one,Morning,Bangalore,Business,15.17,32,42457
214454,Air_India,AI-624,Delhi,Evening,one,Morning,Bangalore,Business,16.17,32,42457
214455,Air_India,AI-868,Delhi,Evening,one,Morning,Bangalore,Business,17.17,32,42457
214456,Air_India,AI-441,Delhi,Evening,one,Morning,Bangalore,Business,17.33,32,42457
214457,Air_India,AI-636,Delhi,Afternoon,one,Morning,Bangalore,Business,20.67,32,42457
214458,Air_India,AI-805,Delhi,Evening,one,Evening,Bangalore,Business,22.5,32,42457
214459,Air_India,AI-624,Delhi,Evening,one,Evening,Bangalore,Business,23.5,32,42457
214460,Air_India,AI-868,Delhi,Evening,one,Evening,Bangalore,Business,24.5,32,42457
214461,Air_India,AI-441,Delhi,Evening,one,Evening,Bangalore,Business,24.67,32,42457
214462,Air_India,AI-636,Delhi,Afternoon,one,Evening,Bangalore,Business,28.0,32,42457
214463,Vistara,UK-637,Delhi,Evening,one,Evening,Bangalore,Business,25.08,32,45033
214464,Air_India,AI-415,Delhi,Evening,one,Evening,Bangalore,Business,26.42,32,45371
214465,Vistara,UK-847,Delhi,Morning,one,Afternoon,Bangalore,Business,4.83,32,48234
214466,Vistara,UK-945,Delhi,Morning,one,Evening,Bangalore,Business,6.08,32,49177
214467,Vistara,UK-945,Delhi,Morning,one,Evening,Bangalore,Business,7.58,32,49177
214468,Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Business,8.25,32,49177
214469,Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,Business,9.25,32,49177
214470,Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Business,9.75,32,49177
214471,Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,Business,11.17,32,49177
214472,Vistara,UK-927,Delhi,Morning,one,Night,Bangalore,Business,11.42,32,49177
214473,Vistara,UK-927,Delhi,Morning,one,Night,Bangalore,Business,13.33,32,49177
214474,Vistara,UK-941,Delhi,Evening,one,Night,Bangalore,Business,6.08,32,50297
214475,Vistara,UK-941,Delhi,Evening,one,Early_Morning,Bangalore,Business,15.08,32,50297
214476,Air_India,AI-767,Delhi,Afternoon,one,Night,Bangalore,Business,8.67,32,52522
214477,Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,32,52522
214478,Air_India,AI-423,Delhi,Early_Morning,one,Night,Bangalore,Business,16.0,32,52522
214479,Vistara,UK-993,Delhi,Afternoon,one,Evening,Bangalore,Business,4.92,32,54777
214480,Vistara,UK-975,Delhi,Early_Morning,one,Morning,Bangalore,Business,5.0,32,54777
214481,Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Business,5.42,32,54777
214482,Vistara,UK-993,Delhi,Afternoon,one,Evening,Bangalore,Business,6.42,32,54777
214483,Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Business,7.33,32,54777
214484,Vistara,UK-995,Delhi,Morning,one,Evening,Bangalore,Business,7.42,32,54777
214485,Vistara,UK-993,Delhi,Afternoon,one,Night,Bangalore,Business,8.08,32,54777
214486,Vistara,UK-995,Delhi,Morning,one,Evening,Bangalore,Business,8.92,32,54777
214487,Vistara,UK-993,Delhi,Afternoon,one,Night,Bangalore,Business,10.0,32,54777
214488,Vistara,UK-981,Delhi,Night,one,Early_Morning,Bangalore,Business,10.17,32,54777
214489,Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Business,10.58,32,54777
214490,Vistara,UK-981,Delhi,Night,one,Morning,Bangalore,Business,11.17,32,54777
214491,Vistara,UK-975,Delhi,Early_Morning,one,Evening,Bangalore,Business,12.0,32,54777
214492,Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Business,12.5,32,54777
214493,Vistara,UK-981,Delhi,Night,one,Morning,Bangalore,Business,13.08,32,54777
214494,Vistara,UK-975,Delhi,Early_Morning,one,Evening,Bangalore,Business,13.5,32,54777
214495,Vistara,UK-975,Delhi,Early_Morning,one,Night,Bangalore,Business,15.17,32,54777
214496,Vistara,UK-955,Delhi,Evening,one,Night,Bangalore,Business,5.08,32,57017
214497,Vistara,UK-963,Delhi,Morning,one,Evening,Bangalore,Business,8.92,32,57017
214498,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Bangalore,Business,10.25,32,57017
214499,Vistara,UK-963,Delhi,Morning,one,Evening,Bangalore,Business,10.42,32,57017
214500,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Bangalore,Business,11.75,32,57017
214501,Vistara,UK-963,Delhi,Morning,one,Night,Bangalore,Business,12.08,32,57017
214502,Vistara,UK-977,Delhi,Evening,one,Early_Morning,Bangalore,Business,12.83,32,57017
214503,Vistara,UK-943,Delhi,Early_Morning,one,Night,Bangalore,Business,13.42,32,57017
214504,Vistara,UK-977,Delhi,Evening,one,Morning,Bangalore,Business,13.83,32,57017
214505,Vistara,UK-963,Delhi,Morning,one,Night,Bangalore,Business,14.0,32,57017
214506,Vistara,UK-955,Delhi,Evening,one,Early_Morning,Bangalore,Business,14.08,32,57017
214507,Vistara,UK-955,Delhi,Evening,one,Morning,Bangalore,Business,15.08,32,57017
214508,Vistara,UK-985,Delhi,Evening,one,Early_Morning,Bangalore,Business,12.0,32,62617
214509,Vistara,UK-985,Delhi,Evening,one,Morning,Bangalore,Business,13.0,32,62617
214510,Vistara,UK-985,Delhi,Evening,one,Morning,Bangalore,Business,14.92,32,62617
214511,Vistara,UK-807,Delhi,Night,zero,Night,Bangalore,Business,2.67,33,32859
214512,Vistara,UK-811,Delhi,Early_Morning,zero,Morning,Bangalore,Business,2.75,33,32859
214513,Vistara,UK-815,Delhi,Morning,zero,Morning,Bangalore,Business,2.75,33,32859
214514,Vistara,UK-801,Delhi,Morning,zero,Morning,Bangalore,Business,2.75,33,32859
214515,Vistara,UK-819,Delhi,Afternoon,zero,Evening,Bangalore,Business,2.75,33,32859
214516,Vistara,UK-817,Delhi,Evening,zero,Evening,Bangalore,Business,2.75,33,32859
214517,Vistara,UK-813,Delhi,Evening,zero,Night,Bangalore,Business,2.83,33,32859
214518,Vistara,UK-809,Delhi,Evening,zero,Night,Bangalore,Business,2.83,33,32859
214519,Air_India,AI-803,Delhi,Early_Morning,zero,Morning,Bangalore,Business,2.75,33,32859
214520,Air_India,AI-506,Delhi,Morning,zero,Afternoon,Bangalore,Business,2.75,33,32859
214521,Air_India,AI-807,Delhi,Evening,zero,Night,Bangalore,Business,2.75,33,32859
214522,Air_India,AI-504,Delhi,Night,zero,Late_Night,Bangalore,Business,2.92,33,32859
214523,Air_India,AI-542,Delhi,Morning,one,Afternoon,Bangalore,Business,4.58,33,35490
214524,Air_India,AI-560,Delhi,Morning,one,Afternoon,Bangalore,Business,6.17,33,35490
214525,Air_India,AI-411,Delhi,Early_Morning,one,Night,Bangalore,Business,14.67,33,37594
214526,Air_India,AI-473,Delhi,Evening,one,Evening,Bangalore,Business,22.42,33,39783
214527,Vistara,UK-951,Delhi,Afternoon,one,Evening,Bangalore,Business,4.92,33,42457
214528,Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Business,6.58,33,42457
214529,Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Business,8.5,33,42457
214530,Vistara,UK-953,Delhi,Night,one,Early_Morning,Bangalore,Business,11.17,33,42457
214531,Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,Business,12.17,33,42457
214532,Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,Business,14.08,33,42457
214533,Air_India,AI-865,Delhi,Morning,one,Evening,Bangalore,Business,7.83,33,42457
214534,Air_India,AI-678,Delhi,Morning,one,Evening,Bangalore,Business,9.5,33,42457
214535,Air_India,AI-665,Delhi,Early_Morning,one,Evening,Bangalore,Business,10.5,33,42457
214536,Air_India,AI-887,Delhi,Early_Morning,one,Evening,Bangalore,Business,11.5,33,42457
214537,Air_India,AI-805,Delhi,Evening,one,Morning,Bangalore,Business,15.17,33,42457
214538,Air_India,AI-624,Delhi,Evening,one,Morning,Bangalore,Business,16.17,33,42457
214539,Air_India,AI-868,Delhi,Evening,one,Morning,Bangalore,Business,17.17,33,42457
214540,Air_India,AI-441,Delhi,Evening,one,Morning,Bangalore,Business,17.33,33,42457
214541,Air_India,AI-636,Delhi,Afternoon,one,Morning,Bangalore,Business,20.67,33,42457
214542,Air_India,AI-805,Delhi,Evening,one,Evening,Bangalore,Business,22.5,33,42457
214543,Air_India,AI-624,Delhi,Evening,one,Evening,Bangalore,Business,23.5,33,42457
214544,Air_India,AI-868,Delhi,Evening,one,Evening,Bangalore,Business,24.5,33,42457
214545,Air_India,AI-441,Delhi,Evening,one,Evening,Bangalore,Business,24.67,33,42457
214546,Air_India,AI-636,Delhi,Afternoon,one,Evening,Bangalore,Business,28.0,33,42457
214547,Vistara,UK-637,Delhi,Evening,one,Evening,Bangalore,Business,25.08,33,45033
214548,Vistara,UK-847,Delhi,Morning,one,Afternoon,Bangalore,Business,4.83,33,48234
214549,Vistara,UK-945,Delhi,Morning,one,Evening,Bangalore,Business,6.08,33,49177
214550,Vistara,UK-945,Delhi,Morning,one,Evening,Bangalore,Business,7.58,33,49177
214551,Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Business,8.25,33,49177
214552,Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,Business,9.25,33,49177
214553,Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Business,9.75,33,49177
214554,Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,Business,11.17,33,49177
214555,Vistara,UK-927,Delhi,Morning,one,Night,Bangalore,Business,11.42,33,49177
214556,Vistara,UK-927,Delhi,Morning,one,Night,Bangalore,Business,13.33,33,49177
214557,Vistara,UK-941,Delhi,Evening,one,Night,Bangalore,Business,6.08,33,50297
214558,Vistara,UK-941,Delhi,Evening,one,Early_Morning,Bangalore,Business,15.08,33,50297
214559,Air_India,AI-762,Delhi,Night,one,Late_Night,Bangalore,Business,5.58,33,52522
214560,Air_India,AI-764,Delhi,Evening,one,Late_Night,Bangalore,Business,8.92,33,52522
214561,Air_India,AI-767,Delhi,Afternoon,one,Late_Night,Bangalore,Business,13.67,33,52522
214562,Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Business,19.0,33,52522
214563,Air_India,AI-762,Delhi,Night,one,Night,Bangalore,Business,24.58,33,52522
214564,Air_India,AI-764,Delhi,Evening,one,Night,Bangalore,Business,27.92,33,52522
214565,Vistara,UK-993,Delhi,Afternoon,one,Evening,Bangalore,Business,4.92,33,54777
214566,Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Business,5.42,33,54777
214567,Vistara,UK-993,Delhi,Afternoon,one,Evening,Bangalore,Business,6.42,33,54777
214568,Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Business,7.33,33,54777
214569,Vistara,UK-995,Delhi,Morning,one,Evening,Bangalore,Business,7.42,33,54777
214570,Vistara,UK-993,Delhi,Afternoon,one,Night,Bangalore,Business,8.08,33,54777
214571,Vistara,UK-995,Delhi,Morning,one,Evening,Bangalore,Business,8.92,33,54777
214572,Vistara,UK-993,Delhi,Afternoon,one,Night,Bangalore,Business,10.0,33,54777
214573,Vistara,UK-981,Delhi,Night,one,Early_Morning,Bangalore,Business,10.17,33,54777
214574,Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Business,10.58,33,54777
214575,Vistara,UK-981,Delhi,Night,one,Morning,Bangalore,Business,11.17,33,54777
214576,Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Business,12.5,33,54777
214577,Vistara,UK-981,Delhi,Night,one,Morning,Bangalore,Business,13.08,33,54777
214578,Vistara,UK-955,Delhi,Evening,one,Night,Bangalore,Business,5.08,33,57017
214579,Vistara,UK-963,Delhi,Morning,one,Evening,Bangalore,Business,8.92,33,57017
214580,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Bangalore,Business,10.25,33,57017
214581,Vistara,UK-963,Delhi,Morning,one,Evening,Bangalore,Business,10.42,33,57017
214582,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Bangalore,Business,11.75,33,57017
214583,Vistara,UK-963,Delhi,Morning,one,Night,Bangalore,Business,12.08,33,57017
214584,Vistara,UK-977,Delhi,Evening,one,Early_Morning,Bangalore,Business,12.83,33,57017
214585,Vistara,UK-943,Delhi,Early_Morning,one,Night,Bangalore,Business,13.42,33,57017
214586,Vistara,UK-977,Delhi,Evening,one,Morning,Bangalore,Business,13.83,33,57017
214587,Vistara,UK-963,Delhi,Morning,one,Night,Bangalore,Business,14.0,33,57017
214588,Vistara,UK-955,Delhi,Evening,one,Early_Morning,Bangalore,Business,14.08,33,57017
214589,Vistara,UK-955,Delhi,Evening,one,Morning,Bangalore,Business,15.08,33,57017
214590,Vistara,UK-985,Delhi,Evening,one,Early_Morning,Bangalore,Business,12.0,33,62617
214591,Vistara,UK-985,Delhi,Evening,one,Morning,Bangalore,Business,13.0,33,62617
214592,Vistara,UK-985,Delhi,Evening,one,Morning,Bangalore,Business,14.92,33,62617
214593,Vistara,UK-975,Delhi,Early_Morning,one,Morning,Bangalore,Business,5.0,33,62729
214594,Vistara,UK-975,Delhi,Early_Morning,one,Evening,Bangalore,Business,12.0,33,62729
214595,Vistara,UK-975,Delhi,Early_Morning,one,Evening,Bangalore,Business,13.5,33,62729
214596,Vistara,UK-975,Delhi,Early_Morning,one,Night,Bangalore,Business,15.17,33,62729
214597,Air_India,AI-415,Delhi,Evening,one,Night,Bangalore,Business,28.08,33,64094
214598,Vistara,UK-807,Delhi,Night,zero,Night,Bangalore,Business,2.67,34,32859
214599,Vistara,UK-811,Delhi,Early_Morning,zero,Morning,Bangalore,Business,2.75,34,32859
214600,Vistara,UK-815,Delhi,Morning,zero,Morning,Bangalore,Business,2.75,34,32859
214601,Vistara,UK-801,Delhi,Morning,zero,Morning,Bangalore,Business,2.75,34,32859
214602,Vistara,UK-819,Delhi,Afternoon,zero,Evening,Bangalore,Business,2.75,34,32859
214603,Vistara,UK-817,Delhi,Evening,zero,Evening,Bangalore,Business,2.75,34,32859
214604,Vistara,UK-813,Delhi,Evening,zero,Night,Bangalore,Business,2.83,34,32859
214605,Vistara,UK-809,Delhi,Evening,zero,Night,Bangalore,Business,2.83,34,32859
214606,Air_India,AI-803,Delhi,Early_Morning,zero,Morning,Bangalore,Business,2.75,34,32859
214607,Air_India,AI-506,Delhi,Morning,zero,Afternoon,Bangalore,Business,2.75,34,32859
214608,Air_India,AI-502,Delhi,Afternoon,zero,Evening,Bangalore,Business,2.75,34,32859
214609,Air_India,AI-807,Delhi,Evening,zero,Night,Bangalore,Business,2.75,34,32859
214610,Air_India,AI-504,Delhi,Night,zero,Late_Night,Bangalore,Business,2.92,34,32859
214611,Air_India,AI-839,Delhi,Night,one,Morning,Bangalore,Business,13.33,34,35490
214612,Air_India,AI-837,Delhi,Evening,one,Morning,Bangalore,Business,16.42,34,35490
214613,Air_India,AI-544,Delhi,Evening,one,Morning,Bangalore,Business,17.5,34,35490
214614,Air_India,AI-542,Delhi,Morning,one,Morning,Bangalore,Business,25.0,34,35490
214615,Air_India,AI-560,Delhi,Morning,one,Morning,Bangalore,Business,26.58,34,35490
214616,Air_India,AI-877,Delhi,Morning,one,Evening,Bangalore,Business,6.08,34,39783
214617,Air_India,AI-423,Delhi,Early_Morning,one,Evening,Bangalore,Business,12.25,34,39783
214618,Vistara,UK-951,Delhi,Afternoon,one,Evening,Bangalore,Business,4.92,34,42457
214619,Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Business,6.58,34,42457
214620,Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Business,8.5,34,42457
214621,Vistara,UK-953,Delhi,Night,one,Early_Morning,Bangalore,Business,11.17,34,42457
214622,Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,Business,12.17,34,42457
214623,Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,Business,14.08,34,42457
214624,Air_India,AI-678,Delhi,Morning,one,Evening,Bangalore,Business,9.5,34,42457
214625,Air_India,AI-665,Delhi,Early_Morning,one,Evening,Bangalore,Business,10.5,34,42457
214626,Air_India,AI-887,Delhi,Early_Morning,one,Evening,Bangalore,Business,11.5,34,42457
214627,Air_India,AI-805,Delhi,Evening,one,Morning,Bangalore,Business,15.17,34,42457
214628,Air_India,AI-624,Delhi,Evening,one,Morning,Bangalore,Business,16.17,34,42457
214629,Air_India,AI-868,Delhi,Evening,one,Morning,Bangalore,Business,17.17,34,42457
214630,Air_India,AI-441,Delhi,Evening,one,Morning,Bangalore,Business,17.33,34,42457
214631,Air_India,AI-636,Delhi,Afternoon,one,Morning,Bangalore,Business,20.67,34,42457
214632,Vistara,UK-637,Delhi,Evening,one,Evening,Bangalore,Business,25.08,34,45033
214633,Air_India,AI-415,Delhi,Evening,one,Evening,Bangalore,Business,26.42,34,45371
214634,Vistara,UK-945,Delhi,Morning,one,Evening,Bangalore,Business,6.08,34,49177
214635,Vistara,UK-945,Delhi,Morning,one,Evening,Bangalore,Business,7.58,34,49177
214636,Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Business,8.25,34,49177
214637,Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,Business,9.25,34,49177
214638,Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Business,9.75,34,49177
214639,Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,Business,11.17,34,49177
214640,Vistara,UK-927,Delhi,Morning,one,Night,Bangalore,Business,11.42,34,49177
214641,Vistara,UK-927,Delhi,Morning,one,Night,Bangalore,Business,13.33,34,49177
214642,Vistara,UK-941,Delhi,Evening,one,Night,Bangalore,Business,6.08,34,50297
214643,Vistara,UK-941,Delhi,Evening,one,Early_Morning,Bangalore,Business,15.08,34,50297
214644,Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,34,52522
214645,Air_India,AI-423,Delhi,Early_Morning,one,Night,Bangalore,Business,16.0,34,52522
214646,Vistara,UK-993,Delhi,Afternoon,one,Evening,Bangalore,Business,4.92,34,54777
214647,Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Business,5.42,34,54777
214648,Vistara,UK-993,Delhi,Afternoon,one,Evening,Bangalore,Business,6.42,34,54777
214649,Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Business,7.33,34,54777
214650,Vistara,UK-995,Delhi,Morning,one,Evening,Bangalore,Business,7.42,34,54777
214651,Vistara,UK-993,Delhi,Afternoon,one,Night,Bangalore,Business,8.08,34,54777
214652,Vistara,UK-995,Delhi,Morning,one,Evening,Bangalore,Business,8.92,34,54777
214653,Vistara,UK-993,Delhi,Afternoon,one,Night,Bangalore,Business,10.0,34,54777
214654,Vistara,UK-981,Delhi,Night,one,Early_Morning,Bangalore,Business,10.17,34,54777
214655,Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Business,10.58,34,54777
214656,Vistara,UK-981,Delhi,Night,one,Morning,Bangalore,Business,11.17,34,54777
214657,Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Business,12.5,34,54777
214658,Vistara,UK-981,Delhi,Night,one,Morning,Bangalore,Business,13.08,34,54777
214659,Vistara,UK-955,Delhi,Evening,one,Night,Bangalore,Business,5.08,34,57017
214660,Vistara,UK-963,Delhi,Morning,one,Evening,Bangalore,Business,8.92,34,57017
214661,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Bangalore,Business,10.25,34,57017
214662,Vistara,UK-963,Delhi,Morning,one,Evening,Bangalore,Business,10.42,34,57017
214663,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Bangalore,Business,11.75,34,57017
214664,Vistara,UK-963,Delhi,Morning,one,Night,Bangalore,Business,12.08,34,57017
214665,Vistara,UK-943,Delhi,Early_Morning,one,Night,Bangalore,Business,13.42,34,57017
214666,Vistara,UK-963,Delhi,Morning,one,Night,Bangalore,Business,14.0,34,57017
214667,Vistara,UK-955,Delhi,Evening,one,Early_Morning,Bangalore,Business,14.08,34,57017
214668,Vistara,UK-955,Delhi,Evening,one,Morning,Bangalore,Business,15.08,34,57017
214669,Vistara,UK-985,Delhi,Evening,one,Early_Morning,Bangalore,Business,12.0,34,62617
214670,Vistara,UK-985,Delhi,Evening,one,Morning,Bangalore,Business,13.0,34,62617
214671,Vistara,UK-985,Delhi,Evening,one,Morning,Bangalore,Business,14.92,34,62617
214672,Vistara,UK-975,Delhi,Early_Morning,one,Morning,Bangalore,Business,5.0,34,62729
214673,Vistara,UK-975,Delhi,Early_Morning,one,Evening,Bangalore,Business,12.0,34,62729
214674,Vistara,UK-975,Delhi,Early_Morning,one,Evening,Bangalore,Business,13.5,34,62729
214675,Vistara,UK-975,Delhi,Early_Morning,one,Night,Bangalore,Business,15.17,34,62729
214676,Vistara,UK-977,Delhi,Evening,one,Early_Morning,Bangalore,Business,12.83,34,64969
214677,Vistara,UK-977,Delhi,Evening,one,Morning,Bangalore,Business,13.83,34,64969
214678,Vistara,UK-847,Delhi,Morning,one,Afternoon,Bangalore,Business,4.83,34,70578
214679,Vistara,UK-807,Delhi,Night,zero,Night,Bangalore,Business,2.67,35,32859
214680,Vistara,UK-811,Delhi,Early_Morning,zero,Morning,Bangalore,Business,2.75,35,32859
214681,Vistara,UK-815,Delhi,Morning,zero,Morning,Bangalore,Business,2.75,35,32859
214682,Vistara,UK-801,Delhi,Morning,zero,Morning,Bangalore,Business,2.75,35,32859
214683,Vistara,UK-819,Delhi,Afternoon,zero,Evening,Bangalore,Business,2.75,35,32859
214684,Vistara,UK-817,Delhi,Evening,zero,Evening,Bangalore,Business,2.75,35,32859
214685,Vistara,UK-813,Delhi,Evening,zero,Night,Bangalore,Business,2.83,35,32859
214686,Vistara,UK-809,Delhi,Evening,zero,Night,Bangalore,Business,2.83,35,32859
214687,Air_India,AI-803,Delhi,Early_Morning,zero,Morning,Bangalore,Business,2.75,35,32859
214688,Air_India,AI-506,Delhi,Morning,zero,Afternoon,Bangalore,Business,2.75,35,32859
214689,Air_India,AI-502,Delhi,Afternoon,zero,Evening,Bangalore,Business,2.75,35,32859
214690,Air_India,AI-807,Delhi,Evening,zero,Night,Bangalore,Business,2.75,35,32859
